username,ip_score,time_score,device_score,frequency,geo_score,label
user89,0.96,1.0,0.55,8,0.27,0
user335,0.58,0.25,0.77,8,0.19,0
user497,0.74,0.67,0.62,8,0.6,1
user312,0.31,0.75,0.93,5,0.21,0
user471,0.86,0.67,0.74,5,0.14,0
user143,0.5,0.25,0.62,7,0.41,0
user268,0.95,0.75,0.5,4,0.07,0
user170,0.48,0.42,0.71,3,0.41,0
user442,0.78,0.67,0.92,5,0.2,0
user113,0.85,0.5,0.73,8,0.55,0
user494,0.58,0.33,0.84,7,0.53,0
user226,0.84,0.75,0.57,10,0.58,1
user71,0.31,0.58,0.73,2,0.77,0
user489,0.96,0.92,0.67,7,0.21,0
user140,0.55,0.33,0.77,6,0.12,0
user480,0.43,0.08,0.59,9,0.36,0
user324,0.75,0.08,0.85,4,0.11,0
user243,0.85,0.83,0.63,9,0.51,1
user422,0.61,0.75,0.54,6,0.22,0
user1,0.59,0.75,0.73,4,0.95,0
user139,0.9,0.08,0.99,4,0.22,0
user11,0.86,0.5,0.73,6,0.21,0
user333,0.75,0.83,0.84,9,0.31,0
user224,0.41,0.17,0.89,1,0.36,0
user367,0.67,0.83,0.07,2,0.62,0
user36,0.86,0.58,0.62,10,0.4,0
user20,0.7,0.67,0.64,2,0.31,0
user152,0.44,0.5,0.93,1,0.38,0
user198,0.43,0.75,0.79,1,0.09,0
user39,0.94,0.42,0.03,10,0.59,0
user37,1.0,0.92,0.45,8,0.57,0
user135,0.51,0.92,0.26,3,0.38,0
user210,1.0,0.17,1.0,10,0.81,0
user187,0.42,0.58,0.62,5,0.57,0
user493,0.95,0.83,0.83,7,0.65,1
user355,0.93,0.58,0.52,8,0.63,0
user459,0.37,0.92,0.7,7,0.57,0
user28,0.64,0.0,0.76,6,0.54,0
user328,0.37,0.58,0.84,10,0.23,0
user9,0.6,0.25,0.59,10,0.16,0
user499,0.42,0.75,0.96,5,0.86,0
user58,0.71,0.5,0.07,4,0.14,0
user336,0.34,0.33,0.88,7,0.2,0
user475,0.67,0.25,0.67,3,0.44,0
user206,0.8,0.5,0.84,8,0.61,0
user477,0.55,0.25,0.54,8,0.14,0
user63,0.95,0.25,0.75,10,0.78,0
user490,0.95,0.83,0.99,7,0.91,1
user410,0.56,1.0,0.88,2,0.82,0
user207,0.45,0.25,0.98,4,0.27,0
user220,0.71,0.67,0.84,8,0.53,1
user278,0.74,0.08,0.97,8,0.47,0
user330,0.92,0.67,0.5,4,0.38,0
user221,0.84,0.25,0.79,7,0.3,0
user198,0.69,0.33,0.68,1,0.79,0
user498,0.85,0.92,0.59,10,0.04,0
user355,0.57,0.25,0.91,4,0.13,0
user400,0.65,0.08,0.93,4,0.16,0
user418,0.87,0.5,0.64,10,0.94,0
user411,0.95,0.5,0.68,10,0.33,0
user273,0.62,0.5,0.9,1,0.6,0
user296,0.64,0.83,0.85,7,0.16,0
user177,0.47,0.25,0.91,8,0.15,0
user162,0.47,0.42,0.71,2,0.35,0
user366,0.81,0.25,0.98,1,0.27,0
user395,0.63,0.75,0.84,6,0.18,0
user499,0.67,0.33,0.89,2,0.97,0
user491,0.98,0.25,0.2,8,0.44,0
user180,0.85,0.42,0.54,10,0.68,0
user112,0.38,0.92,0.47,1,0.22,0
user247,0.68,0.08,0.58,9,0.62,0
user163,0.45,0.0,0.65,9,0.61,0
user373,0.9,0.0,0.87,3,0.14,0
user285,0.45,0.58,0.75,2,0.04,0
user380,0.48,0.25,0.83,7,0.62,0
user400,0.35,0.75,0.95,6,0.13,0
user168,0.65,0.0,0.64,4,0.28,0
user434,0.81,0.08,0.59,7,0.33,0
user248,0.47,0.33,0.73,3,0.68,0
user317,0.75,0.17,0.87,3,0.42,0
user236,0.68,0.0,0.55,9,0.2,0
user107,0.88,0.92,0.38,5,0.25,0
user338,0.6,1.0,0.83,9,0.47,0
user433,0.57,0.75,0.86,4,0.55,0
user311,0.58,0.17,0.57,10,0.5,0
user413,0.95,0.25,0.54,6,0.52,0
user48,0.49,0.17,0.56,4,0.23,0
user126,0.83,0.08,0.6,10,0.39,0
user257,0.52,0.58,0.62,7,0.14,0
user444,0.74,0.08,0.35,3,0.2,0
user39,0.36,0.25,0.8,10,0.61,0
user83,0.81,0.75,0.51,3,0.12,0
user64,0.86,0.83,0.74,6,0.41,0
user91,0.98,1.0,0.59,2,0.14,0
user387,0.81,0.17,0.56,5,0.06,0
user385,0.9,0.75,0.62,8,0.39,0
user232,0.87,0.0,0.53,7,0.43,0
user468,0.96,0.83,0.89,4,0.51,1
user279,0.72,1.0,0.75,7,0.58,1
user332,0.85,0.42,0.56,6,0.62,0
user154,0.38,0.58,0.66,4,0.5,0
user174,0.93,0.33,0.91,6,0.68,0
user456,0.5,0.17,0.76,2,0.17,0
user81,0.78,0.92,0.84,3,0.5,0
user407,0.99,0.17,0.72,9,0.52,0
user27,0.85,0.08,0.57,4,0.69,0
user441,0.91,0.75,0.55,4,0.25,0
user277,0.65,1.0,0.3,7,0.4,0
user166,0.51,0.5,0.61,2,0.33,0
user349,0.7,0.08,0.97,3,0.21,0
user8,0.87,0.67,0.84,3,0.52,1
user493,0.45,0.0,0.87,7,0.32,0
user234,0.82,0.67,0.93,5,0.27,0
user373,0.69,0.33,0.68,8,0.82,0
user206,0.63,0.75,0.96,10,0.12,0
user138,0.79,0.5,0.52,10,0.5,0
user80,0.82,0.75,0.94,10,0.36,0
user423,0.62,0.75,0.71,5,0.48,0
user297,0.48,0.25,0.55,10,0.17,0
user431,0.47,0.42,0.92,3,0.62,0
user221,0.78,0.83,0.92,3,0.57,1
user63,0.62,0.75,0.51,2,0.75,1
user343,0.38,0.58,0.75,2,0.33,0
user32,0.83,0.83,0.53,10,0.21,0
user65,0.93,0.58,0.44,1,0.4,0
user401,0.92,0.33,0.82,8,0.05,0
user205,0.61,0.33,0.52,1,0.53,0
user395,0.4,0.0,0.86,10,0.25,0
user381,0.68,0.17,0.76,5,0.43,0
user441,0.33,0.92,0.92,4,0.07,0
user3,0.49,0.75,0.96,2,0.66,0
user446,0.85,0.67,0.8,10,0.05,0
user457,0.83,0.75,0.51,8,0.61,1
user357,0.57,0.75,0.53,4,0.19,0
user147,0.97,0.75,0.63,6,0.4,0
user104,0.99,0.75,0.8,2,0.52,1
user15,0.31,1.0,0.96,5,0.16,0
user349,0.41,0.5,0.51,6,0.02,0
user265,0.82,0.83,0.54,2,0.7,1
user492,0.46,1.0,0.58,1,0.25,0
user249,0.87,0.92,0.34,1,0.69,0
user40,0.94,0.25,0.73,5,0.59,0
user103,0.58,0.67,0.58,7,0.58,0
user469,0.65,0.92,0.97,4,0.38,0
user257,0.89,0.17,0.78,8,0.65,0
user277,0.48,0.25,0.52,1,0.32,0
user463,1.0,0.25,0.53,10,0.17,0
user128,0.6,0.92,0.64,2,0.4,0
user439,0.53,0.5,0.63,10,0.17,0
user144,0.65,1.0,0.0,6,0.41,0
user409,0.4,0.75,0.53,4,0.15,0
user129,0.9,0.92,0.54,9,0.28,0
user3,0.95,0.83,0.64,2,0.29,0
user412,0.88,0.17,0.89,2,0.77,0
user237,0.78,0.92,0.99,2,0.12,0
user309,0.47,0.08,0.71,1,0.24,0
user50,0.94,0.25,0.93,6,0.64,0
user403,0.47,0.42,0.63,2,0.09,0
user408,0.93,0.08,0.95,5,0.3,0
user280,0.99,0.5,0.77,2,0.59,0
user296,0.94,0.75,0.91,4,0.3,0
user371,0.71,0.33,0.89,6,0.4,0
user406,0.81,0.5,0.63,7,0.49,0
user262,0.32,0.5,0.72,8,0.88,0
user359,0.81,0.92,0.64,7,0.59,1
user39,0.79,0.17,0.99,6,0.01,0
user266,0.68,0.42,0.54,4,0.63,0
user136,0.74,0.83,0.11,8,0.38,0
user407,0.94,0.92,0.7,9,0.36,0
user120,0.62,0.33,0.91,4,0.65,0
user352,0.72,1.0,0.94,3,0.09,0
user192,0.33,0.17,0.89,8,0.35,0
user179,0.4,0.75,0.67,4,0.03,0
user435,0.33,0.5,0.39,6,0.62,0
user48,0.86,1.0,0.83,3,0.65,1
user143,0.76,0.42,0.92,1,0.37,0
user328,0.47,0.67,0.58,6,0.33,0
user449,0.59,0.25,0.61,5,0.41,0
user386,0.37,0.25,0.57,7,0.65,0
user125,0.63,0.58,0.85,8,0.65,0
user123,0.74,0.17,0.63,5,0.53,0
user188,0.77,0.08,0.3,4,0.57,0
user305,0.52,0.75,0.6,6,0.36,0
user494,0.3,0.08,0.88,9,0.64,0
user495,0.69,0.5,0.67,1,0.57,0
user181,0.72,0.33,0.96,2,0.49,0
user411,0.74,0.0,0.82,9,0.27,0
user368,0.9,0.25,0.98,7,0.77,0
user129,0.4,0.58,0.6,1,0.2,0
user3,0.61,0.25,0.57,9,0.15,0
user193,0.85,0.08,0.7,6,0.44,0
user468,0.75,0.08,0.58,6,0.2,0
user418,0.77,0.17,0.57,5,0.53,0
user238,0.38,0.5,0.51,3,0.17,0
user150,0.9,0.58,0.81,6,0.55,0
user483,0.96,0.25,0.8,3,0.48,0
user288,0.36,0.75,0.15,10,0.6,0
user427,0.45,0.5,0.51,2,0.65,0
user63,0.6,0.83,0.59,6,0.03,0
user50,0.74,0.42,0.79,8,0.64,0
user337,0.61,0.25,0.89,10,0.58,0
user345,0.78,0.58,0.6,6,0.52,0
user500,0.66,0.58,0.21,10,0.32,0
user139,0.51,0.33,0.78,10,0.64,0
user426,0.42,0.33,0.83,2,0.79,0
user500,0.73,0.5,0.94,5,0.51,0
user324,0.57,0.42,0.54,6,0.2,0
user393,0.78,0.33,0.84,7,0.54,0
user123,0.36,0.5,0.97,2,0.22,0
user180,0.73,0.67,0.53,7,0.77,1
user282,0.98,0.25,0.81,6,0.55,0
user408,0.66,0.33,0.93,3,0.17,0
user252,0.49,0.33,0.9,1,0.2,0
user78,0.6,0.25,0.98,6,0.21,0
user447,1.0,0.5,0.53,2,0.49,0
user446,0.38,0.92,0.74,2,0.24,0
user391,0.99,0.0,0.5,10,0.28,0
user48,0.44,0.25,0.59,1,0.59,0
user185,0.86,0.25,0.73,5,0.53,0
user25,0.89,0.75,0.99,8,0.5,0
user51,0.69,0.92,0.76,8,0.21,0
user63,0.99,0.0,0.91,7,0.35,0
user481,0.9,0.17,0.54,6,0.56,0
user341,0.69,0.25,0.94,6,0.48,0
user60,0.98,0.17,0.99,6,0.25,0
user26,0.34,0.92,0.68,5,0.57,0
user285,0.85,0.25,0.6,3,0.65,0
user414,0.51,0.67,0.68,6,0.68,0
user264,0.79,0.92,0.99,4,0.28,0
user436,0.61,0.08,0.23,6,0.53,0
user479,0.64,0.42,0.53,5,0.25,0
user196,0.98,0.83,0.87,10,0.13,0
user6,0.52,0.17,0.69,1,0.02,0
user43,0.63,0.17,0.98,3,0.14,0
user36,0.37,0.33,0.71,2,0.03,0
user385,0.7,0.08,0.86,3,0.52,0
user472,0.45,0.25,0.41,5,0.13,0
user460,0.37,0.42,0.7,10,0.17,0
user70,0.43,0.42,0.62,5,0.4,0
user183,0.73,0.58,0.8,7,0.54,0
user325,0.3,0.08,0.89,3,0.86,0
user352,0.39,0.67,0.97,7,0.17,0
user127,0.95,0.83,0.78,1,0.42,0
user20,0.49,0.92,0.91,5,0.61,0
user233,0.79,0.17,0.5,2,0.65,0
user253,0.91,0.83,0.98,1,0.14,0
user171,0.7,0.42,0.77,9,0.42,0
user90,0.67,0.25,0.71,2,0.22,0
user186,0.85,0.42,0.82,3,0.62,0
user111,0.87,0.08,0.5,8,0.05,0
user450,0.97,0.75,0.89,8,0.1,0
user290,0.49,0.92,0.5,3,0.62,0
user389,0.74,0.75,0.83,10,0.02,0
user64,0.42,0.83,0.75,2,0.08,0
user387,0.96,0.08,0.66,1,0.48,0
user361,0.48,0.25,0.71,8,0.56,0
user241,0.83,0.5,0.75,8,0.55,0
user57,0.92,0.17,0.89,1,0.13,0
user468,0.7,0.5,0.89,4,0.4,0
user54,0.32,0.33,0.61,5,0.45,0
user380,0.9,0.33,0.51,10,0.36,0
user80,0.77,0.33,0.71,10,0.22,0
user206,0.76,0.08,0.53,6,0.17,0
user292,0.34,0.33,0.57,10,0.21,0
user264,0.38,0.42,0.82,10,0.13,0
user401,0.55,0.08,0.27,8,0.95,0
user102,0.32,0.08,0.73,7,0.64,0
user222,0.94,1.0,0.92,10,0.36,0
user154,0.38,0.25,0.95,8,0.62,0
user492,0.99,0.33,0.71,7,0.35,0
user113,0.78,0.25,0.91,4,0.09,0
user57,1.0,0.67,0.52,5,0.55,1
user141,0.71,0.67,0.72,7,0.62,1
user58,0.6,0.83,0.8,4,0.54,0
user6,0.65,0.5,0.51,6,0.01,0
user393,0.99,0.33,0.76,9,0.33,0
user40,0.54,0.17,0.57,3,0.63,0
user24,1.0,0.83,0.9,6,0.66,1
user469,0.95,0.17,0.7,8,0.2,0
user45,0.89,0.08,0.07,4,0.2,0
user339,0.89,0.42,0.56,1,0.49,0
user100,0.78,0.08,0.5,6,0.01,0
user36,0.73,0.75,0.66,2,0.07,0
user225,0.76,0.5,0.67,9,0.63,0
user175,0.31,0.08,0.83,4,0.01,0
user432,0.66,0.67,0.7,8,0.53,1
user427,0.52,0.83,0.83,6,0.48,0
user1,0.41,0.75,0.42,6,0.58,0
user355,0.56,0.58,0.62,1,0.56,0
user18,0.95,0.75,0.78,1,0.57,1
user135,0.59,0.92,0.95,1,0.37,0
user376,0.81,0.92,0.72,6,0.61,1
user268,0.96,0.17,0.66,1,0.1,0
user222,0.64,0.33,0.65,3,0.04,0
user89,0.5,0.08,0.72,4,0.32,0
user307,0.73,0.08,0.8,10,0.33,0
user112,0.4,0.83,0.86,7,0.0,0
user495,0.78,0.67,0.64,1,0.24,0
user37,0.65,1.0,0.76,10,0.14,0
user35,0.75,0.83,0.66,9,0.16,0
user354,0.49,0.0,0.54,6,0.57,0
user492,0.85,0.58,0.38,6,0.22,0
user469,0.94,0.83,0.53,3,0.21,0
user1,0.43,1.0,0.68,5,0.27,0
user463,0.91,0.67,0.71,9,0.23,0
user468,0.57,0.42,0.69,9,0.56,0
user276,0.38,0.08,0.64,10,0.54,0
user244,0.77,0.17,0.29,8,0.52,0
user244,0.78,0.42,0.64,5,0.6,0
user12,0.73,0.83,0.84,6,0.29,0
user72,0.69,0.17,0.62,6,0.22,0
user52,0.95,0.92,0.59,5,0.36,0
user469,0.52,1.0,0.77,5,0.27,0
user314,0.64,0.5,0.83,8,0.44,0
user29,0.86,0.5,0.54,5,0.52,0
user132,0.64,0.08,0.53,3,0.07,0
user157,0.58,0.75,0.46,2,0.24,0
user20,0.41,0.58,0.61,1,0.14,0
user425,0.61,0.75,0.75,1,0.02,0
user372,0.53,0.25,0.8,6,0.62,0
user207,0.98,0.25,0.52,2,0.32,0
user376,0.99,0.67,0.71,2,0.4,0
user351,0.42,0.67,0.53,7,0.53,0
user41,0.33,0.17,0.71,1,0.53,0
user486,0.82,0.33,0.93,4,0.43,0
user180,0.64,0.17,0.61,9,0.11,0
user419,0.55,0.67,0.72,7,0.69,0
user8,0.87,0.0,0.63,6,0.15,0
user309,0.4,0.5,0.98,8,0.55,0
user60,0.74,0.67,0.02,6,0.51,0
user391,0.38,0.33,0.94,3,0.46,0
user219,0.68,0.75,0.87,7,0.77,1
user341,0.88,0.17,0.67,4,0.68,0
user166,0.53,0.75,0.73,2,0.05,0
user418,0.76,0.25,0.37,9,0.61,0
user191,0.49,0.08,0.91,9,0.46,0
user151,0.72,0.08,0.98,7,0.0,0
user494,0.81,0.0,0.51,10,0.08,0
user46,0.82,0.58,0.71,7,0.51,0
user372,0.87,0.58,0.64,5,0.31,0
user343,0.4,0.5,0.6,4,0.64,0
user418,0.99,0.33,0.53,2,0.7,0
user240,0.78,0.42,0.39,1,0.28,0
user96,0.86,0.67,0.84,3,0.7,1
user171,0.76,0.75,0.53,4,0.65,1
user271,0.77,0.42,0.84,3,0.67,0
user320,0.37,0.42,0.5,7,0.07,0
user311,0.86,0.17,0.92,9,0.25,0
user475,0.59,0.0,0.52,6,0.62,0
user442,0.67,0.17,0.93,4,0.37,0
user265,0.34,0.92,0.77,5,0.37,0
user286,0.93,0.25,0.52,4,0.36,0
user80,0.34,0.17,0.95,5,0.68,0
user190,0.69,0.92,0.97,3,0.53,1
user93,0.5,0.58,0.77,7,0.19,0
user123,0.62,0.75,0.9,2,0.97,1
user336,0.98,0.83,0.67,4,0.56,1
user222,0.77,0.0,0.6,6,0.55,0
user494,0.67,0.92,0.75,4,0.37,0
user463,0.95,0.5,0.73,5,0.69,0
user103,0.43,0.17,0.55,8,0.6,0
user403,0.4,0.58,0.62,5,0.5,0
user346,0.35,0.0,0.74,9,0.13,0
user313,0.92,0.92,0.27,4,0.65,0
user347,0.61,0.08,0.99,4,0.46,0
user316,0.94,0.42,0.95,7,0.26,0
user500,0.53,0.5,0.85,8,0.69,0
user397,0.41,0.42,0.65,7,0.06,0
user234,0.79,0.67,0.56,6,0.58,1
user22,0.59,0.92,0.73,2,0.21,0
user277,0.35,0.17,0.72,8,0.13,0
user307,0.79,0.42,0.63,5,0.32,0
user366,0.33,1.0,0.83,9,0.07,0
user321,0.38,0.5,0.67,10,0.26,0
user428,0.97,0.75,0.63,10,0.3,0
user221,0.9,0.25,0.09,6,0.47,0
user440,0.31,0.25,0.53,9,0.19,0
user442,0.85,0.5,0.1,8,0.47,0
user276,0.37,0.83,0.88,4,0.04,0
user258,0.6,0.83,0.9,8,0.28,0
user162,0.59,0.08,0.86,3,0.36,0
user308,0.31,0.75,0.71,9,0.43,0
user216,0.97,0.08,0.08,9,0.72,0
user63,0.98,0.08,0.73,7,0.69,0
user355,0.75,0.75,0.41,7,0.5,0
user460,0.34,0.25,0.54,4,0.63,0
user317,0.68,0.17,0.8,5,0.5,0
user425,0.49,0.67,0.75,9,0.38,0
user400,0.69,0.92,0.94,8,0.12,0
user423,0.38,0.92,0.65,1,0.45,0
user382,0.93,0.5,0.68,6,0.28,0
user373,0.39,0.58,0.84,6,0.35,0
user89,0.8,0.25,0.91,4,0.13,0
user200,0.31,0.33,0.52,5,0.09,0
user286,0.75,0.5,0.71,1,0.43,0
user91,0.56,0.75,0.86,3,0.66,0
user465,0.82,0.33,0.84,4,0.64,0
user340,0.65,0.0,0.95,8,0.51,0
user208,0.94,0.75,0.94,3,0.81,1
user464,0.58,0.5,0.57,10,0.1,0
user173,0.32,0.75,0.76,4,0.06,0
user226,0.67,0.58,0.67,1,0.04,0
user93,0.38,0.58,0.51,10,0.54,0
user293,0.71,0.33,0.8,5,0.58,0
user302,0.67,0.08,0.93,10,0.43,0
user231,0.55,0.08,0.76,7,0.31,0
user111,0.99,0.92,0.84,7,0.67,1
user156,0.64,0.33,0.57,9,0.36,0
user414,0.55,0.58,0.85,4,0.26,0
user8,0.44,0.33,0.72,8,0.26,0
user267,0.78,0.33,0.6,3,0.05,0
user3,0.88,0.08,0.94,9,0.43,0
user339,0.32,0.25,0.04,2,0.23,0
user215,0.35,1.0,0.74,5,0.43,0
user250,0.57,0.25,0.56,9,0.33,0
user429,0.44,0.42,0.83,9,0.11,0
user153,0.62,0.67,0.71,6,0.07,0
user356,0.43,0.5,0.57,7,0.57,0
user260,0.33,0.75,0.44,10,0.08,0
user432,0.7,0.5,0.73,5,0.61,0
user416,0.44,0.58,0.79,9,0.18,0
user500,0.96,0.83,0.52,3,0.44,0
user9,1.0,1.0,0.61,6,0.64,1
user54,0.38,0.67,0.58,5,0.12,0
user383,0.55,0.5,0.77,9,0.13,0
user327,0.75,0.5,0.83,9,0.07,0
user7,0.41,0.92,0.58,8,0.51,0
user392,0.72,0.58,0.69,7,0.25,0
user374,0.79,0.75,0.83,6,0.05,0
user370,0.83,0.92,0.69,10,0.22,0
user276,0.66,0.42,1.0,4,0.24,0
user41,0.97,0.42,0.32,9,0.52,0
user408,0.53,0.5,0.8,7,0.46,0
user200,0.85,0.83,0.61,10,0.58,1
user170,0.92,0.08,0.62,4,0.43,0
user466,0.96,0.83,0.87,7,0.17,0
user165,0.74,0.67,0.84,7,0.53,1
user99,0.47,0.58,0.04,1,0.8,0
user37,0.34,0.42,0.86,1,0.55,0
user464,0.48,0.67,0.53,7,0.46,0
user39,0.98,0.75,0.77,1,0.67,1
user499,0.92,0.92,0.47,10,0.33,0
user409,0.46,0.75,0.87,1,0.77,0
user295,0.43,0.25,0.57,4,0.28,0
user237,0.43,0.58,0.1,1,0.08,0
user71,0.49,0.08,0.02,8,0.42,0
user341,0.98,0.5,0.82,7,0.89,0
user90,0.36,0.5,1.0,2,0.95,0
user444,0.85,1.0,0.93,2,0.43,0
user299,0.57,0.5,0.65,8,0.98,0
user256,0.76,0.83,0.58,1,0.35,0
user50,0.81,1.0,0.68,2,0.17,0
user197,0.8,0.17,0.66,8,0.18,0
user336,0.94,0.5,0.89,2,0.2,0
user306,0.85,0.83,0.64,9,0.23,0
user262,0.7,0.5,0.64,9,0.28,0
user489,0.5,0.83,0.64,5,0.62,0
user470,0.91,0.58,0.31,1,0.1,0
user228,0.53,0.67,0.53,7,0.59,0
user169,0.45,0.42,0.95,1,0.38,0
user320,0.61,0.67,0.99,3,0.58,1
user7,0.54,0.67,0.86,10,0.59,0
user119,0.31,0.42,0.84,5,0.21,0
user489,0.41,0.17,0.69,1,0.35,0
user5,0.59,0.5,0.86,4,0.78,0
user52,0.75,0.75,0.41,2,0.24,0
user109,0.39,0.33,0.79,4,0.34,0
user64,0.92,0.17,0.61,3,0.58,0
user223,0.92,0.0,0.86,7,0.15,0
user428,0.62,0.08,0.61,3,0.51,0
user301,0.82,0.42,0.68,7,0.13,0
user96,0.85,0.25,0.91,5,0.6,0
user71,0.44,0.83,0.51,8,0.74,0
user137,0.44,0.67,0.75,6,0.08,0
user207,0.99,0.25,0.57,8,0.2,0
user452,0.4,0.58,0.84,1,0.23,0
user301,0.97,0.67,0.68,7,0.01,0
user486,0.98,0.92,0.82,4,0.5,0
user18,0.9,0.5,0.51,3,0.4,0
user306,0.93,0.67,0.58,4,0.22,0
user277,0.74,0.75,0.82,4,0.28,0
user152,0.97,0.42,0.81,8,0.53,0
user338,0.31,0.08,0.55,7,0.33,0
user234,0.78,0.17,0.56,8,0.19,0
user201,0.39,0.83,0.44,2,0.34,0
user70,0.87,0.25,0.87,8,0.61,0
user113,0.56,0.17,0.53,5,0.43,0
user208,0.9,0.5,0.7,1,0.25,0
user193,0.65,0.58,0.66,2,0.61,0
user458,0.74,0.58,0.54,7,0.29,0
user158,0.44,0.0,0.12,4,0.61,0
user14,0.35,0.67,0.92,3,0.4,0
user266,0.59,0.42,0.61,4,0.39,0
user38,0.46,0.83,0.83,3,0.34,0
user172,0.4,0.92,0.51,9,0.29,0
user149,1.0,0.92,0.74,3,0.68,1
user375,0.44,0.75,0.8,10,0.28,0
user428,0.75,1.0,0.72,6,0.57,1
user475,0.88,1.0,0.56,6,0.42,0
user25,0.78,0.33,0.98,6,0.54,0
user210,0.7,0.75,0.68,10,0.15,0
user440,0.58,0.42,0.67,8,0.21,0
user171,0.65,0.33,0.28,9,0.54,0
user204,0.77,0.92,0.77,10,0.4,0
user486,0.49,0.58,0.62,6,0.1,0
user82,0.74,0.5,0.92,4,0.69,0
user164,0.86,0.17,0.75,4,0.48,0
user265,0.57,0.33,0.97,10,0.7,0
user459,0.99,0.25,0.82,9,0.46,0
user498,0.65,0.75,0.78,5,0.61,1
user233,0.86,0.67,0.93,5,0.17,0
user13,0.82,0.75,0.94,1,0.14,0
user478,0.87,0.42,0.75,7,0.28,0
user395,0.34,0.42,0.78,5,0.57,0
user46,0.72,0.67,0.58,1,0.13,0
user77,0.62,0.25,0.65,7,0.07,0
user241,0.65,1.0,0.4,2,0.03,0
user367,0.87,0.17,0.61,9,0.32,0
user182,0.95,0.17,0.98,10,0.36,0
user490,0.53,0.25,0.83,6,0.61,0
user208,0.53,0.75,0.67,1,0.57,0
user231,0.56,0.75,0.22,5,0.55,0
user177,0.57,0.08,0.51,2,0.29,0
user200,0.42,0.83,0.92,1,0.43,0
user215,0.33,0.08,0.63,6,0.69,0
user100,0.91,0.5,0.65,2,0.7,0
user325,0.33,0.0,0.69,1,0.25,0
user180,0.75,0.33,0.46,10,0.07,0
user15,0.54,1.0,0.88,6,0.42,0
user445,0.45,0.5,0.77,9,0.29,0
user412,0.94,0.58,0.74,2,0.22,0
user258,0.86,0.58,0.62,10,0.7,0
user75,0.41,0.0,0.72,9,0.2,0
user326,0.67,0.08,0.87,5,0.17,0
user496,0.86,0.25,0.79,4,0.03,0
user432,0.33,0.58,0.7,8,0.04,0
user300,0.47,0.5,0.97,10,0.4,0
user282,0.36,0.25,0.56,2,0.09,0
user14,0.64,0.75,0.86,4,0.67,1
user225,0.94,0.33,0.67,1,0.3,0
user350,0.59,0.92,0.92,7,0.47,0
user70,0.36,0.5,0.55,8,0.49,0
user57,0.56,0.58,0.55,5,0.4,0
user176,0.88,0.83,0.69,1,0.23,0
user55,0.55,0.33,0.58,7,0.15,0
user352,0.88,0.33,0.87,8,0.1,0
user376,0.92,0.42,0.95,3,0.38,0
user201,0.38,0.5,0.54,10,0.17,0
user400,0.59,0.58,0.84,2,0.4,0
user271,0.93,0.25,0.9,6,0.14,0
user3,0.55,0.75,0.91,3,0.9,0
user127,0.89,0.42,0.52,9,0.46,0
user184,0.48,0.33,0.67,7,0.62,0
user205,0.34,0.67,0.42,4,0.46,0
user231,0.48,0.67,0.55,7,0.8,0
user152,0.87,0.83,0.79,2,0.15,0
user271,0.87,0.92,0.96,8,0.34,0
user326,0.75,0.58,0.89,1,0.65,0
user195,0.43,0.5,0.83,8,0.54,0
user446,0.47,0.25,0.93,4,0.47,0
user143,0.41,0.08,0.36,10,0.59,0
user225,0.32,0.25,0.56,4,0.47,0
user277,0.79,0.5,0.68,4,0.37,0
user385,0.98,0.17,0.79,4,0.38,0
user65,0.83,0.42,0.64,4,0.54,0
user365,0.84,0.08,0.65,9,0.59,0
user375,0.32,0.75,0.67,9,0.18,0
user129,0.46,0.58,0.57,5,0.61,0
user78,0.84,0.33,0.67,10,0.47,0
user126,0.4,0.5,0.4,8,0.12,0
user176,0.57,0.67,0.97,6,0.29,0
user325,0.86,0.5,0.56,2,0.58,0
user478,0.53,0.42,0.04,9,0.6,0
user191,0.79,0.75,0.05,3,0.48,0
user142,0.46,0.08,0.54,8,0.6,0
user392,0.5,0.42,0.65,2,0.08,0
user112,0.57,0.67,0.62,3,0.08,0
user225,0.52,0.0,0.97,10,0.29,0
user147,0.76,0.33,0.75,5,0.19,0
user236,0.96,0.0,0.8,8,0.45,0
user25,0.37,0.08,0.71,2,0.1,0
user4,0.79,0.33,0.11,6,0.73,0
user335,0.67,0.92,0.64,6,0.43,0
user464,0.34,0.5,0.36,3,0.04,0
user74,0.92,0.08,0.52,10,0.51,0
user171,0.93,0.17,0.8,4,0.68,0
user422,0.55,0.75,0.86,7,0.0,0
user215,0.7,0.5,0.96,4,0.03,0
user43,0.87,0.17,0.99,3,0.15,0
user356,0.56,0.25,0.64,3,0.67,0
user213,0.75,0.92,0.54,1,0.47,0
user430,0.7,0.83,0.1,9,0.64,0
user32,0.93,0.42,0.71,6,0.3,0
user279,0.53,0.17,1.0,9,0.62,0
user59,0.79,0.58,0.64,5,0.12,0
user108,0.99,0.5,0.74,10,0.32,0
user343,0.69,0.17,0.63,3,0.1,0
user179,0.85,0.92,0.52,4,0.69,1
user50,0.54,0.67,0.1,3,0.54,0
user19,0.61,0.67,0.75,8,0.87,1
user22,0.45,1.0,0.54,9,0.12,0
user247,0.79,0.67,0.52,4,0.3,0
user119,0.51,0.75,0.59,9,0.31,0
user182,0.44,0.42,0.84,7,0.93,0
user146,0.85,0.67,0.79,2,0.69,1
user325,0.53,0.83,0.59,6,0.65,0
user100,0.74,0.92,0.83,1,0.48,0
